Class,Weapon,Attachment,Attachment Type,Unlock
Recon,GOL Magnum,IRNV (IR 1X),Optic,BattlePack
Recon,GOL Magnum,Kobra (RDS),Optic,BattlePack
Recon,GOL Magnum,LS06 Suppressor,Barrel,BattlePack
Recon,GOL Magnum,PBS-4 Suppressor,Barrel,BattlePack
Recon,GOL Magnum,Laser/Light Combo,Accessory,BattlePack
Recon,GOL Magnum,PKA-S (1X),Optic,BattlePack
Recon,GOL Magnum,PK-A (3.4X),Optic,BattlePack
Recon,GOL Magnum,PKS-07 (7X),Optic,BattlePack
Recon,GOL Magnum,PSO-1 (4X),Optic,BattlePack
Recon,GOL Magnum,R2 Suppressor,Barrel,BattlePack
Recon,GOL Magnum,Tactical Light,Accessory,BattlePack
Recon,GOL Magnum,Tri Beam Laser,Accessory,BattlePack
Recon,GOL Magnum,HD-33 (1X),Optic,BattlePack
Recon,GOL Magnum,Hunter (20X),Optic,BattlePack
Recon,SR338,Iron Sights,Optic,Default
Recon,SR338,Rifle Scope (8X),Optic,Default
Recon,SR338,Variable Zoom (14X),Accessory,10 Kills
Recon,SR338,Bipod,Auxiliary,20 Kills
Recon,SR338,ACOG (4X),Optic,30 Kills
Recon,SR338,Canted Ironsights,Accessory,40 Kills
Recon,SR338,Reflex (RDS),Optic,50 Kills
Recon,SR338,Laser Sight,Accessory,60 Kills
Recon,SR338,Suppressor,Barrel,70 Kills
Recon,SR338,M145 (3.4X),Optic,80 Kills
Recon,SR338,Flash Light,Accessory,90 Kills
Recon,SR338,Muzzle Brake,Barrel,100 Kills
Recon,SR338,Holo (1X),Optic,110 Kills
Recon,SR338,Ballistic (40X),Optic,120 Kills
Recon,SR338,Range Finder,Accessory,130 Kills
Recon,SR338,FLIR (IR 2X),Optic,BattlePack
Recon,SR338,CL6X (6X),Optic,BattlePack
Recon,SR338,PRISMA (3.4X),Optic,BattlePack
Recon,SR338,JGM-4 (4X),Optic,BattlePack
Recon,SR338,Coyote (RDS),Optic,BattlePack
Recon,SR338,Flash Hider,Barrel,BattlePack
Recon,SR338,Green Laser Sight,Optic,BattlePack
Recon,SR338,IRNV (IR 1X),Optic,BattlePack
Recon,SR338,Kobra (RDS),Optic,BattlePack
Recon,SR338,LS06 Suppressor,Barrel,BattlePack
Recon,SR338,PBS-4 Suppressor,Barrel,BattlePack
Recon,SR338,Laser/Light Combo,Accessory,BattlePack
Recon,SR338,PKA-S (1X),Optic,BattlePack
Recon,SR338,PK-A (3.4X),Optic,BattlePack
Recon,SR338,PKS-07 (7X),Optic,BattlePack
Recon,SR338,PSO-1 (4X),Optic,BattlePack
Recon,SR338,R2 Suppressor,Barrel,BattlePack
Recon,SR338,Tactical Light,Accessory,BattlePack
Recon,SR338,Tri Beam Laser,Accessory,BattlePack
Recon,SR338,HD-33 (1X),Optic,BattlePack
Recon,SR338,Hunter (20X),Optic,BattlePack
Recon,CS5,Iron Sights,Optic,Default
Recon,CS5,CS5 Suppressor,Barrel,Default
Recon,CS5,Rifle Scope (8X),Optic,Default
Recon,CS5,Variable Zoom (14X),Accessory,10 Kills
Recon,CS5,Bipod,Auxiliary,20 Kills
Recon,CS5,ACOG (4X),Optic,30 Kills
Recon,CS5,Canted Ironsights,Accessory,40 Kills
Recon,CS5,Straight Pull,Auxiliary,50 Kills
Recon,CS5,Reflex (RDS),Optic,60 Kills
Recon,CS5,Laser Sight,Accessory,70 Kills
Recon,CS5,Suppressor,Barrel,80 Kills
Recon,CS5,M145 (3.4X),Optic,90 Kills
Recon,CS5,Flash Light,Accessory,100 Kills
Recon,CS5,Muzzle Brake,Barrel,110 Kills
Recon,CS5,Holo (1X),Optic,120 Kills
Recon,CS5,Ballistic (40X),Optic,130 Kills
Recon,CS5,Range Finder,Accessory,140 Kills
Recon,CS5,FLIR (IR 2X),Optic,BattlePack
Recon,CS5,CL6X (6X),Optic,BattlePack
Recon,CS5,PRISMA (3.4X),Optic,BattlePack
Recon,CS5,JGM-4 (4X),Optic,BattlePack
Recon,CS5,Coyote (RDS),Optic,BattlePack
Recon,CS5,Flash Hider,Barrel,BattlePack
Recon,CS5,Green Laser Sight,Optic,BattlePack
Recon,CS5,IRNV (IR 1X),Optic,BattlePack
Recon,CS5,Kobra (RDS),Optic,BattlePack
Recon,CS5,LS06 Suppressor,Barrel,BattlePack
Recon,CS5,PBS-4 Suppressor,Barrel,BattlePack
Recon,CS5,Laser/Light Combo,Accessory,BattlePack
Recon,CS5,PKA-S (1X),Optic,BattlePack
Recon,CS5,PK-A (3.4X),Optic,BattlePack
Recon,CS5,PKS-07 (7X),Optic,BattlePack
Recon,CS5,PSO-1 (4X),Optic,BattlePack
Recon,CS5,R2 Suppressor,Barrel,BattlePack
Recon,CS5,Tactical Light,Accessory,BattlePack
Recon,CS5,Tri Beam Laser,Accessory,BattlePack
Recon,CS5,HD-33 (1X),Optic,BattlePack
Recon,CS5,Hunter (20X),Optic,BattlePack
All,AK 5C,Iron Sights,Optic,Default
All,AK 5C,Reflex (RDS),Optic,10 Kills
All,AK 5C,Laser Sight,Accessory,20 Kills
All,AK 5C,ERGO Grip,Underbarrel,30 Kills
All,AK 5C,Muzzle Brake,Barrel,40 Kills
All,AK 5C,Holo (1X),Optic,50 Kills
All,AK 5C,Magnifier (2X),Accessory,60 Kills
All,AK 5C,Stubby Grip,Underbarrel,70 Kills
All,AK 5C,Suppressor,Barrel,80 Kills
All,AK 5C,M145 (3.4X),Optic,90 Kills
All,AK 5C,Canted Iron Sights,Accessory,100 Kills
All,AK 5C,Angled Grip,Underbarrel,110 Kills
All,AK 5C,Heavy Barrel,Barrel,120 Kills
All,AK 5C,ACOG (4X),Optic,130 Kills
All,AK 5C,Flash Light,Accessory,140 Kills
All,AK 5C,Bipod,Underbarrel,150 Kills
All,AK 5C,Compensator,Barrel,160 Kills
All,AK 5C,FLIR (IR 2X),Optic,BattlePack
All,AK 5C,PRISMA (3.4X),Optic,BattlePack
All,AK 5C,JGM-4 (4X),Optic,BattlePack
All,AK 5C,Coyote (RDS),Optic,BattlePack
All,AK 5C,Flash Hider,Barrel,BattlePack
All,AK 5C,Folding Grip,Underbarrel,BattlePack
All,AK 5C,Potato Grip,Underbarrel,BattlePack
All,AK 5C,Vertical Grip,Underbarrel,BattlePack
All,AK 5C,Green Laser Sight,Optic,BattlePack
All,AK 5C,IRNV (IR 1X),Optic,BattlePack
All,AK 5C,Kobra (RDS),Optic,BattlePack
All,AK 5C,LS06 Suppressor,Barrel,BattlePack
All,AK 5C,PBS-4 Suppressor,Barrel,BattlePack
All,AK 5C,Laser/Light Combo,Accessory,BattlePack
All,AK 5C,PKA-S (1X),Optic,BattlePack
All,AK 5C,PK-A (3.4X),Optic,BattlePack
All,AK 5C,PSO-1 (4X),Optic,BattlePack
All,AK 5C,R2 Suppressor,Barrel,BattlePack
All,AK 5C,Tactical Light,Accessory,BattlePack
All,AK 5C,Tri Beam Laser,Accessory,BattlePack
All,AK 5C,HD-33 (1X),Optic,BattlePack
All,ACW-R,Iron Sights,Optic,Default
All,ACW-R,Reflex (RDS),Optic,10 Kills
All,ACW-R,Laser Sight,Accessory,20 Kills
All,ACW-R,ERGO Grip,Underbarrel,30 Kills
All,ACW-R,Muzzle Brake,Barrel,40 Kills
All,ACW-R,Holo (1X),Optic,50 Kills
All,ACW-R,Magnifier (2X),Accessory,60 Kills
All,ACW-R,Stubby Grip,Underbarrel,70 Kills
All,ACW-R,Suppressor,Barrel,80 Kills
All,ACW-R,M145 (3.4X),Optic,90 Kills
All,ACW-R,Canted Iron Sights,Accessory,100 Kills
All,ACW-R,Angled Grip,Underbarrel,110 Kills
All,ACW-R,Heavy Barrel,Barrel,120 Kills
All,ACW-R,ACOG (4X),Optic,130 Kills
All,ACW-R,Flash Light,Accessory,140 Kills
All,ACW-R,Bipod,Underbarrel,150 Kills
All,ACW-R,Compensator,Barrel,160 Kills
All,ACW-R,FLIR (IR 2X),Optic,BattlePack
All,ACW-R,PRISMA (3.4X),Optic,BattlePack
All,ACW-R,JGM-4 (4X),Optic,BattlePack
All,ACW-R,Coyote (RDS),Optic,BattlePack
All,ACW-R,Flash Hider,Barrel,BattlePack
All,ACW-R,Folding Grip,Underbarrel,BattlePack
All,ACW-R,Potato Grip,Underbarrel,BattlePack
All,ACW-R,Vertical Grip,Underbarrel,BattlePack
All,ACW-R,Green Laser Sight,Optic,BattlePack
All,ACW-R,IRNV (IR 1X),Optic,BattlePack
All,ACW-R,Kobra (RDS),Optic,BattlePack
All,ACW-R,LS06 Suppressor,Barrel,BattlePack
All,ACW-R,PBS-4 Suppressor,Barrel,BattlePack
All,ACW-R,Laser/Light Combo,Accessory,BattlePack
All,ACW-R,PKA-S (1X),Optic,BattlePack
All,ACW-R,PK-A (3.4X),Optic,BattlePack
All,ACW-R,PSO-1 (4X),Optic,BattlePack
All,ACW-R,R2 Suppressor,Barrel,BattlePack
All,ACW-R,Tactical Light,Accessory,BattlePack
All,ACW-R,Tri Beam Laser,Accessory,BattlePack
All,ACW-R,HD-33 (1X),Optic,BattlePack
All,SG553,Iron Sights,Optic,Default
All,SG553,Reflex (RDS),Optic,10 Kills
All,SG553,Laser Sight,Accessory,20 Kills
All,SG553,ERGO Grip,Underbarrel,30 Kills
All,SG553,Muzzle Brake,Barrel,40 Kills
All,SG553,Holo (1X),Optic,50 Kills
All,SG553,Magnifier (2X),Accessory,60 Kills
All,SG553,Stubby Grip,Underbarrel,70 Kills
All,SG553,Suppressor,Barrel,80 Kills
All,SG553,M145 (3.4X),Optic,90 Kills
All,SG553,Canted Iron Sights,Accessory,100 Kills
All,SG553,Angled Grip,Underbarrel,110 Kills
All,SG553,Heavy Barrel,Barrel,120 Kills
All,SG553,ACOG (4X),Optic,130 Kills
All,SG553,Flash Light,Accessory,140 Kills
All,SG553,Bipod,Underbarrel,150 Kills
All,SG553,Compensator,Barrel,160 Kills
All,SG553,FLIR (IR 2X),Optic,BattlePack
All,SG553,PRISMA (3.4X),Optic,BattlePack
All,SG553,JGM-4 (4X),Optic,BattlePack
All,SG553,Coyote (RDS),Optic,BattlePack
All,SG553,Flash Hider,Barrel,BattlePack
All,SG553,Folding Grip,Underbarrel,BattlePack
All,SG553,Potato Grip,Underbarrel,BattlePack
All,SG553,Vertical Grip,Underbarrel,BattlePack
All,SG553,Green Laser Sight,Optic,BattlePack
All,SG553,IRNV (IR 1X),Optic,BattlePack
All,SG553,Kobra (RDS),Optic,BattlePack
All,SG553,LS06 Suppressor,Barrel,BattlePack
All,SG553,PBS-4 Suppressor,Barrel,BattlePack
All,SG553,Laser/Light Combo,Accessory,BattlePack
All,SG553,PKA-S (1X),Optic,BattlePack
All,SG553,PK-A (3.4X),Optic,BattlePack
All,SG553,PSO-1 (4X),Optic,BattlePack
All,SG553,R2 Suppressor,Barrel,BattlePack
All,SG553,Tactical Light,Accessory,BattlePack
All,SG553,Tri Beam Laser,Accessory,BattlePack
All,SG553,HD-33 (1X),Optic,BattlePack
All,AKU-12,Iron Sights,Optic,Default
All,AKU-12,Kobra (RDS),Optic,10 Kills
All,AKU-12,Laser Sight,Accessory,20 Kills
All,AKU-12,ERGO Grip,Underbarrel,30 Kills
All,AKU-12,Muzzle Brake,Barrel,40 Kills
All,AKU-12,PKA-S (1X),Optic,50 Kills
All,AKU-12,Magnifier (2X),Accessory,60 Kills
All,AKU-12,Stubby Grip,Underbarrel,70 Kills
All,AKU-12,PBS-4 Suppressor,Barrel,80 Kills
All,AKU-12,PK-A (3.4X),Optic,90 Kills
All,AKU-12,Canted Iron Sights,Accessory,100 Kills
All,AKU-12,Angled Grip,Underbarrel,110 Kills
All,AKU-12,Heavy Barrel,Barrel,120 Kills
All,AKU-12,PSO-1 (4X),Optic,130 Kills
All,AKU-12,Flash Light,Accessory,140 Kills
All,AKU-12,Bipod,Underbarrel,150 Kills
All,AKU-12,Compensator,Barrel,160 Kills
All,AKU-12,FLIR (IR 2X),Optic,BattlePack
All,AKU-12,ACOG (4X),Optic,BattlePack
All,AKU-12,PRISMA (3.4X),Optic,BattlePack
All,AKU-12,JGM-4 (4X),Optic,BattlePack
All,AKU-12,Coyote (RDS),Optic,BattlePack
All,AKU-12,Holo (1X),Optic,BattlePack
All,AKU-12,Flash Hider,Barrel,BattlePack
All,AKU-12,Folding Grip,Underbarrel,BattlePack
All,AKU-12,Potato Grip,Underbarrel,BattlePack
All,AKU-12,Vertical Grip,Underbarrel,BattlePack
All,AKU-12,Green Laser Sight,Optic,BattlePack
All,AKU-12,IRNV (IR 1X),Optic,BattlePack
All,AKU-12,LS06 Suppressor,Barrel,BattlePack
All,AKU-12,M145 (3.4X),Optic,BattlePack
All,AKU-12,Laser/Light Combo,Accessory,BattlePack
All,AKU-12,R2 Suppressor,Barrel,BattlePack
All,AKU-12,Reflex (RDS),Optic,BattlePack
All,AKU-12,Suppressor,Barrel,BattlePack
All,AKU-12,Tactical Light,Accessory,BattlePack
All,AKU-12,Tri Beam Laser,Accessory,BattlePack
All,AKU-12,HD-33 (1X),Optic,BattlePack
All,A-91,Iron Sights,Optic,Default
All,A-91,Kobra (RDS),Optic,10 Kills
All,A-91,Laser Sight,Accessory,20 Kills
All,A-91,ERGO Grip,Underbarrel,30 Kills
All,A-91,Muzzle Brake,Barrel,40 Kills
All,A-91,PKA-S (1X),Optic,50 Kills
All,A-91,Magnifier (2X),Accessory,60 Kills
All,A-91,Stubby Grip,Underbarrel,70 Kills
All,A-91,PBS-4 Suppressor,Barrel,80 Kills
All,A-91,PK-A (3.4X),Optic,90 Kills
All,A-91,Canted Iron Sights,Accessory,100 Kills
All,A-91,Angled Grip,Underbarrel,110 Kills
All,A-91,Heavy Barrel,Barrel,120 Kills
All,A-91,PSO-1 (4X),Optic,130 Kills
All,A-91,Flash Light,Accessory,140 Kills
All,A-91,Bipod,Underbarrel,150 Kills
All,A-91,Compensator,Barrel,160 Kills
All,A-91,FLIR (IR 2X),Optic,BattlePack
All,A-91,ACOG (4X),Optic,BattlePack
All,A-91,PRISMA (3.4X),Optic,BattlePack
All,A-91,JGM-4 (4X),Optic,BattlePack
All,A-91,Coyote (RDS),Optic,BattlePack
All,A-91,Holo (1X),Optic,BattlePack
All,A-91,Flash Hider,Barrel,BattlePack
All,A-91,Folding Grip,Underbarrel,BattlePack
All,A-91,Potato Grip,Underbarrel,BattlePack
All,A-91,Vertical Grip,Underbarrel,BattlePack
All,A-91,Green Laser Sight,Optic,BattlePack
All,A-91,IRNV (IR 1X),Optic,BattlePack
All,A-91,LS06 Suppressor,Barrel,BattlePack
All,A-91,M145 (3.4X),Optic,BattlePack
All,A-91,Laser/Light Combo,Accessory,BattlePack
All,A-91,R2 Suppressor,Barrel,BattlePack
All,A-91,Reflex (RDS),Optic,BattlePack
All,A-91,Suppressor,Barrel,BattlePack
All,A-91,Tactical Light,Accessory,BattlePack
All,A-91,Tri Beam Laser,Accessory,BattlePack
All,A-91,HD-33 (1X),Optic,BattlePack
All,ACE 52 CQB,Iron Sights,Optic,Default
All,ACE 52 CQB,Coyote (RDS),Optic,10 Kills
All,ACE 52 CQB,Laser Sight,Accessory,20 Kills
All,ACE 52 CQB,ERGO Grip,Underbarrel,30 Kills
All,ACE 52 CQB,Muzzle Brake,Barrel,40 Kills
All,ACE 52 CQB,HD-33 (1X),Optic,50 Kills
All,ACE 52 CQB,Magnifier (2X),Accessory,60 Kills
All,ACE 52 CQB,Stubby Grip,Underbarrel,70 Kills
All,ACE 52 CQB,LS06 Suppressor,Barrel,80 Kills
All,ACE 52 CQB,PRISMA (3.4X),Optic,90 Kills
All,ACE 52 CQB,Canted Iron Sights,Accessory,100 Kills
All,ACE 52 CQB,Angled Grip,Underbarrel,110 Kills
All,ACE 52 CQB,Heavy Barrel,Barrel,120 Kills
All,ACE 52 CQB,JGM-4 (4X),Optic,130 Kills
All,ACE 52 CQB,Flash Light,Accessory,140 Kills
All,ACE 52 CQB,Bipod,Underbarrel,150 Kills
All,ACE 52 CQB,Compensator,Barrel,160 Kills
All,ACE 52 CQB,ACOG (4X),Optic,BattlePack
All,ACE 52 CQB,FLIR (IR 2X),Optic,BattlePack
All,ACE 52 CQB,Holo (1X),Optic,BattlePack
All,ACE 52 CQB,Flash Hider,Barrel,BattlePack
All,ACE 52 CQB,Folding Grip,Underbarrel,BattlePack
All,ACE 52 CQB,Potato Grip,Underbarrel,BattlePack
All,ACE 52 CQB,Vertical Grip,Underbarrel,BattlePack
All,ACE 52 CQB,Green Laser Sight,Optic,BattlePack
All,ACE 52 CQB,IRNV (IR 1X),Optic,BattlePack
All,ACE 52 CQB,Kobra (RDS),Optic,BattlePack
All,ACE 52 CQB,M145 (3.4X),Optic,BattlePack
All,ACE 52 CQB,PBS-4 Suppressor,Barrel,BattlePack
All,ACE 52 CQB,Laser/Light Combo,Accessory,BattlePack
All,ACE 52 CQB,PKA-S (1X),Optic,BattlePack
All,ACE 52 CQB,PK-A (3.4X),Optic,BattlePack
All,ACE 52 CQB,PSO-1 (4X),Optic,BattlePack
All,ACE 52 CQB,R2 Suppressor,Barrel,BattlePack
All,ACE 52 CQB,Reflex (RDS),Optic,BattlePack
All,ACE 52 CQB,Suppressor,Barrel,BattlePack
All,ACE 52 CQB,Tactical Light,Accessory,BattlePack
All,ACE 52 CQB,Tri Beam Laser,Accessory,BattlePack
All,G36C,Iron Sights,Optic,Default
All,G36C,Reflex (RDS),Optic,10 Kills
All,G36C,Laser Sight,Accessory,20 Kills
All,G36C,ERGO Grip,Underbarrel,30 Kills
All,G36C,Muzzle Brake,Barrel,40 Kills
All,G36C,Holo (1X),Optic,50 Kills
All,G36C,Magnifier (2X),Accessory,60 Kills
All,G36C,Stubby Grip,Underbarrel,70 Kills
All,G36C,Suppressor,Barrel,80 Kills
All,G36C,M145 (3.4X),Optic,90 Kills
All,G36C,Canted Iron Sights,Accessory,100 Kills
All,G36C,Angled Grip,Underbarrel,110 Kills
All,G36C,Heavy Barrel,Barrel,120 Kills
All,G36C,ACOG (4X),Optic,130 Kills
All,G36C,Flash Light,Accessory,140 Kills
All,G36C,Bipod,Underbarrel,150 Kills
All,G36C,Compensator,Barrel,160 Kills
All,G36C,FLIR (IR 2X),Optic,BattlePack
All,G36C,PRISMA (3.4X),Optic,BattlePack
All,G36C,JGM-4 (4X),Optic,BattlePack
All,G36C,Coyote (RDS),Optic,BattlePack
All,G36C,Flash Hider,Barrel,BattlePack
All,G36C,Folding Grip,Underbarrel,BattlePack
All,G36C,Potato Grip,Underbarrel,BattlePack
All,G36C,Vertical Grip,Underbarrel,BattlePack
All,G36C,Green Laser Sight,Optic,BattlePack
All,G36C,IRNV (IR 1X),Optic,BattlePack
All,G36C,Kobra (RDS),Optic,BattlePack
All,G36C,LS06 Suppressor,Barrel,BattlePack
All,G36C,PBS-4 Suppressor,Barrel,BattlePack
All,G36C,Laser/Light Combo,Accessory,BattlePack
All,G36C,PKA-S (1X),Optic,BattlePack
All,G36C,PK-A (3.4X),Optic,BattlePack
All,G36C,PSO-1 (4X),Optic,BattlePack
All,G36C,R2 Suppressor,Barrel,BattlePack
All,G36C,Tactical Light,Accessory,BattlePack
All,G36C,Tri Beam Laser,Accessory,BattlePack
All,G36C,HD-33 (1X),Optic,BattlePack
All,M4,Iron Sights,Optic,Default
All,M4,Reflex (RDS),Optic,10 Kills
All,M4,Laser Sight,Accessory,20 Kills
All,M4,ERGO Grip,Underbarrel,30 Kills
All,M4,Muzzle Brake,Barrel,40 Kills
All,M4,Holo (1X),Optic,50 Kills
All,M4,Magnifier (2X),Accessory,60 Kills
All,M4,Stubby Grip,Underbarrel,70 Kills
All,M4,Suppressor,Barrel,80 Kills
All,M4,M145 (3.4X),Optic,90 Kills
All,M4,Canted Iron Sights,Accessory,100 Kills
All,M4,Angled Grip,Underbarrel,110 Kills
All,M4,Heavy Barrel,Barrel,120 Kills
All,M4,ACOG (4X),Optic,130 Kills
All,M4,Flash Light,Accessory,140 Kills
All,M4,Bipod,Underbarrel,150 Kills
All,M4,Compensator,Barrel,160 Kills
All,M4,FLIR (IR 2X),Optic,BattlePack
All,M4,PRISMA (3.4X),Optic,BattlePack
All,M4,JGM-4 (4X),Optic,BattlePack
All,M4,Coyote (RDS),Optic,BattlePack
All,M4,Flash Hider,Barrel,BattlePack
All,M4,Folding Grip,Underbarrel,BattlePack
All,M4,Potato Grip,Underbarrel,BattlePack
All,M4,Vertical Grip,Underbarrel,BattlePack
All,M4,Green Laser Sight,Optic,BattlePack
All,M4,IRNV (IR 1X),Optic,BattlePack
All,M4,Kobra (RDS),Optic,BattlePack
All,M4,LS06 Suppressor,Barrel,BattlePack
All,M4,PBS-4 Suppressor,Barrel,BattlePack
All,M4,Laser/Light Combo,Accessory,BattlePack
All,M4,PKA-S (1X),Optic,BattlePack
All,M4,PK-A (3.4X),Optic,BattlePack
All,M4,PSO-1 (4X),Optic,BattlePack
All,M4,R2 Suppressor,Barrel,BattlePack
All,M4,Tactical Light,Accessory,BattlePack
All,M4,Tri Beam Laser,Accessory,BattlePack
All,M4,HD-33 (1X),Optic,BattlePack
All,ACE 21 CQB,Iron Sights,Optic,Default
All,ACE 21 CQB,Coyote (RDS),Optic,10 Kills
All,ACE 21 CQB,Laser Sight,Accessory,20 Kills
All,ACE 21 CQB,ERGO Grip,Underbarrel,30 Kills
All,ACE 21 CQB,Muzzle Brake,Barrel,40 Kills
All,ACE 21 CQB,HD-33 (1X),Optic,50 Kills
All,ACE 21 CQB,Magnifier (2X),Accessory,60 Kills
All,ACE 21 CQB,Stubby Grip,Underbarrel,70 Kills
All,ACE 21 CQB,LS06 Suppressor,Barrel,80 Kills
All,ACE 21 CQB,PRISMA (3.4X),Optic,90 Kills
All,ACE 21 CQB,Canted Iron Sights,Accessory,100 Kills
All,ACE 21 CQB,Angled Grip,Underbarrel,110 Kills
All,ACE 21 CQB,Heavy Barrel,Barrel,120 Kills
All,ACE 21 CQB,JGM-4 (4X),Optic,130 Kills
All,ACE 21 CQB,Flash Light,Accessory,140 Kills
All,ACE 21 CQB,Bipod,Underbarrel,150 Kills
All,ACE 21 CQB,Compensator,Barrel,160 Kills
All,ACE 21 CQB,ACOG (4X),Optic,BattlePack
All,ACE 21 CQB,FLIR (IR 2X),Optic,BattlePack
All,ACE 21 CQB,Holo (1X),Optic,BattlePack
All,ACE 21 CQB,Flash Hider,Barrel,BattlePack
All,ACE 21 CQB,Folding Grip,Underbarrel,BattlePack
All,ACE 21 CQB,Potato Grip,Underbarrel,BattlePack
All,ACE 21 CQB,Vertical Grip,Underbarrel,BattlePack
All,ACE 21 CQB,Green Laser Sight,Optic,BattlePack
All,ACE 21 CQB,IRNV (IR 1X),Optic,BattlePack
All,ACE 21 CQB,Kobra (RDS),Optic,BattlePack
All,ACE 21 CQB,M145 (3.4X),Optic,BattlePack
All,ACE 21 CQB,PBS-4 Suppressor,Barrel,BattlePack
All,ACE 21 CQB,Laser/Light Combo,Accessory,BattlePack
All,ACE 21 CQB,PKA-S (1X),Optic,BattlePack
All,ACE 21 CQB,PK-A (3.4X),Optic,BattlePack
All,ACE 21 CQB,PSO-1 (4X),Optic,BattlePack
All,ACE 21 CQB,R2 Suppressor,Barrel,BattlePack
All,ACE 21 CQB,Reflex (RDS),Optic,BattlePack
All,ACE 21 CQB,Suppressor,Barrel,BattlePack
All,ACE 21 CQB,Tactical Light,Accessory,BattlePack
All,ACE 21 CQB,Tri Beam Laser,Accessory,BattlePack
All,Type-95B-1,Iron Sights,Optic,Default
All,Type-95B-1,Coyote (RDS),Optic,10 Kills
All,Type-95B-1,Laser Sight,Accessory,20 Kills
All,Type-95B-1,ERGO Grip,Underbarrel,30 Kills
All,Type-95B-1,Muzzle Brake,Barrel,40 Kills
All,Type-95B-1,HD-33 (1X),Optic,50 Kills
All,Type-95B-1,Magnifier (2X),Accessory,60 Kills
All,Type-95B-1,Stubby Grip,Underbarrel,70 Kills
All,Type-95B-1,LS06 Suppressor,Barrel,80 Kills
All,Type-95B-1,PRISMA (3.4X),Optic,90 Kills
All,Type-95B-1,Canted Iron Sights,Accessory,100 Kills
All,Type-95B-1,Angled Grip,Underbarrel,110 Kills
All,Type-95B-1,Heavy Barrel,Barrel,120 Kills
All,Type-95B-1,JGM-4 (4X),Optic,130 Kills
All,Type-95B-1,Flash Light,Accessory,140 Kills
All,Type-95B-1,Bipod,Underbarrel,150 Kills
All,Type-95B-1,Compensator,Barrel,160 Kills
All,Type-95B-1,ACOG (4X),Optic,BattlePack
All,Type-95B-1,FLIR (IR 2X),Optic,BattlePack
All,Type-95B-1,Holo (1X),Optic,BattlePack
All,Type-95B-1,Flash Hider,Barrel,BattlePack
All,Type-95B-1,Folding Grip,Underbarrel,BattlePack
All,Type-95B-1,Potato Grip,Underbarrel,BattlePack
All,Type-95B-1,Vertical Grip,Underbarrel,BattlePack
All,Type-95B-1,Green Laser Sight,Optic,BattlePack
All,Type-95B-1,IRNV (IR 1X),Optic,BattlePack
All,Type-95B-1,Kobra (RDS),Optic,BattlePack
All,Type-95B-1,M145 (3.4X),Optic,BattlePack
All,Type-95B-1,PBS-4 Suppressor,Barrel,BattlePack
All,Type-95B-1,Laser/Light Combo,Accessory,BattlePack
All,Type-95B-1,PKA-S (1X),Optic,BattlePack
All,Type-95B-1,PK-A (3.4X),Optic,BattlePack
All,Type-95B-1,PSO-1 (4X),Optic,BattlePack
All,Type-95B-1,R2 Suppressor,Barrel,BattlePack
All,Type-95B-1,Reflex (RDS),Optic,BattlePack
All,Type-95B-1,Suppressor,Barrel,BattlePack
All,Type-95B-1,Tactical Light,Accessory,BattlePack
All,Type-95B-1,Tri Beam Laser,Accessory,BattlePack
All,MTAR-21,Iron Sights,Optic,Default
All,MTAR-21,Reflex (RDS),Optic,10 Kills
All,MTAR-21,Laser Sight,Accessory,20 Kills
All,MTAR-21,ERGO Grip,Underbarrel,30 Kills
All,MTAR-21,Muzzle Brake,Barrel,40 Kills
All,MTAR-21,Holo (1X),Optic,50 Kills
All,MTAR-21,Magnifier (2X),Accessory,60 Kills
All,MTAR-21,Stubby Grip,Underbarrel,70 Kills
All,MTAR-21,Suppressor,Barrel,80 Kills
All,MTAR-21,M145 (3.4X),Optic,90 Kills
All,MTAR-21,Canted Iron Sights,Accessory,100 Kills
All,MTAR-21,Angled Grip,Underbarrel,110 Kills
All,MTAR-21,Heavy Barrel,Barrel,120 Kills
All,MTAR-21,ACOG (4X),Optic,130 Kills
All,MTAR-21,Flash Light,Accessory,140 Kills
All,MTAR-21,Bipod,Underbarrel,150 Kills
All,MTAR-21,Compensator,Barrel,160 Kills
All,MTAR-21,FLIR (IR 2X),Optic,BattlePack
All,MTAR-21,PRISMA (3.4X),Optic,BattlePack
All,MTAR-21,JGM-4 (4X),Optic,BattlePack
All,MTAR-21,Coyote (RDS),Optic,BattlePack
All,MTAR-21,Flash Hider,Barrel,BattlePack
All,MTAR-21,Folding Grip,Underbarrel,BattlePack
All,MTAR-21,Potato Grip,Underbarrel,BattlePack
All,MTAR-21,Vertical Grip,Underbarrel,BattlePack
All,MTAR-21,Green Laser Sight,Optic,BattlePack
All,MTAR-21,IRNV (IR 1X),Optic,BattlePack
All,MTAR-21,Kobra (RDS),Optic,BattlePack
All,MTAR-21,LS06 Suppressor,Barrel,BattlePack
All,MTAR-21,PBS-4 Suppressor,Barrel,BattlePack
All,MTAR-21,Laser/Light Combo,Accessory,BattlePack
All,MTAR-21,PKA-S (1X),Optic,BattlePack
All,MTAR-21,PK-A (3.4X),Optic,BattlePack
All,MTAR-21,PSO-1 (4X),Optic,BattlePack
All,MTAR-21,R2 Suppressor,Barrel,BattlePack
All,MTAR-21,Tactical Light,Accessory,BattlePack
All,MTAR-21,Tri Beam Laser,Accessory,BattlePack
